,label,text_,SentimentText,labels
1507,CG,"Ah, we love these sheets. They are so comfortable and comfortable.

The only reason I gave this a 5 stars is because I","Ah, we love these sheets. They are so comfortable and comfortable.

The only reason I gave this a 5 stars is because I",0
1508,CG,"I love it and it looks great in the kitchen. I will keep it for a long time.I bought this for a friend, and","I love it and it looks great in the kitchen. I will keep it for a long time.I bought this for a friend, and",0
1540,CG,More beautiful in person!  We have had the wooden part of the bed for a couple of years now and it's very comfortable.,More beautiful in person!  We have had the wooden part of the bed for a couple of years now and it's very comfortable.,0
1541,CG,"No more slipping in the dishwasher, and the instructions are clear.

The only downside is that the top is a bit of a mess","No more slipping in the dishwasher, and the instructions are clear.

The only downside is that the top is a bit of a mess",0
1542,CG,These are so handy. Fit perfect on the wall and are easy to clean. They are a great size for two adults. The plastic ones are,These are so handy. Fit perfect on the wall and are easy to clean. They are a great size for two adults. The plastic ones are,0
1543,CG,"So much fun, so little time. The only problem is that it's kind of hard to put the bottom on top. The plastic part is","So much fun, so little time. The only problem is that it's kind of hard to put the bottom on top. The plastic part is",0
1544,CG,"I purchased this pie server rack to make the crust. I did not need a pie rack, but I wanted something that would fit a typical pie","I purchased this pie server rack to make the crust. I did not need a pie rack, but I wanted something that would fit a typical pie",0
1545,CG,"again, smiles on the faces of my daughter.  Her dad is a happy guy and I just hope she gets the opportunity to get a better","again, smiles on the faces of my daughter.  Her dad is a happy guy and I just hope she gets the opportunity to get a better",0
1546,CG,"I can't wait to see what happens when the ice gets too cold.Nice, sturdy, and functional.  Great for the price. ","I can't wait to see what happens when the ice gets too cold.Nice, sturdy, and functional.  Great for the price. ",0
1547,CG,"Cheaply made.  But it looks good and the materials are good.  If you have a couple of other items in the house,","Cheaply made.  But it looks good and the materials are good.  If you have a couple of other items in the house,",0
1548,CG,this is WAY overpriced for what it is.  Not worth it.  I would buy it again.  Great buy!Works great.,this is WAY overpriced for what it is.  Not worth it.  I would buy it again.  Great buy!Works great.,0
1549,CG,"Very nice small wall hanging, looks great and the materials are good. I have a large one and a small one.","Very nice small wall hanging, looks great and the materials are good. I have a large one and a small one.",0
1550,CG,It is as described. I use it as a long sleeve closet closet. The only downside is that it is very small.,It is as described. I use it as a long sleeve closet closet. The only downside is that it is very small.,0
1551,CG,"Bought this on a whim and it was the best purchase I made.  It's been one of my favorite B-cups, and","Bought this on a whim and it was the best purchase I made.  It's been one of my favorite B-cups, and",0
1552,CG,Used it for the half time it took me to try it out. It's been pretty stable since I purchased it.,Used it for the half time it took me to try it out. It's been pretty stable since I purchased it.,0
1553,CG,"Great deal on a nice, nice set.  Great quality.  Also, the dimensions are pretty accurate.  Great price!  Bought 2","Great deal on a nice, nice set.  Great quality.  Also, the dimensions are pretty accurate.  Great price!  Bought 2",0
1554,CG,everything is great. no more bulky suction cups. My husband likes it too!  It is so easy to use.,everything is great. no more bulky suction cups. My husband likes it too!  It is so easy to use.,0
1555,CG,This works better than any other. The only problem is that it's kind of hard to put the bottom on top. The plastic part is also,This works better than any other. The only problem is that it's kind of hard to put the bottom on top. The plastic part is also,0
1556,CG,These are so thick and soft. The only reason I gave it 4 stars is because I just wanted a pair of the best bed sheets I have,These are so thick and soft. The only reason I gave it 4 stars is because I just wanted a pair of the best bed sheets I have,0
1557,CG,"I thought it would be a little more expensive, but I really love this rug! It has a nice look and the color is a nice touch","I thought it would be a little more expensive, but I really love this rug! It has a nice look and the color is a nice touch",0
1558,CG,My husband and I love this set and the price is good.  The only reason I gave it 4 stars is that the plastic parts are very,My husband and I love this set and the price is good.  The only reason I gave it 4 stars is that the plastic parts are very,0
1559,CG,"Had a pretty firm surface, but the pieces were just too thin.

The top shelf is a little too heavy for the most typical shelf","Had a pretty firm surface, but the pieces were just too thin.

The top shelf is a little too heavy for the most typical shelf",0
1560,CG,These lingerie bags are just what I wanted.  I've had mine for a couple of years now and it's the best I've ever,These lingerie bags are just what I wanted.  I've had mine for a couple of years now and it's the best I've ever,0
1561,CG,"Love this product. allows for more than just the ice cubes.

The only reason I gave it 4 stars is that the plastic parts are","Love this product. allows for more than just the ice cubes.

The only reason I gave it 4 stars is that the plastic parts are",0
1562,CG,"They do what they say, but the quality is just not good.

The only one I can think of that is the plastic. ","They do what they say, but the quality is just not good.

The only one I can think of that is the plastic. ",0
1563,CG,Great space saver...I just spreathed on the lid and it was a nice piece of equipment.  It is so small that it,Great space saver...I just spreathed on the lid and it was a nice piece of equipment.  It is so small that it,0
1564,CG,"This item arrived with one of the original pieces, which was a nice addition to the kitchen. The other piece was the dishwasher safe. ","This item arrived with one of the original pieces, which was a nice addition to the kitchen. The other piece was the dishwasher safe. ",0
1565,CG,"Works beautifully and when dog treats me, they look just like the picture!This is a great product.  I had a plastic grocery bag that","Works beautifully and when dog treats me, they look just like the picture!This is a great product.  I had a plastic grocery bag that",0
1566,CG,Awesome awesome awesome. Product is perfect. The only problem is that it doesnt turn on the oven. Great product. Great price.,Awesome awesome awesome. Product is perfect. The only problem is that it doesnt turn on the oven. Great product. Great price.,0
1567,CG,A nice gift for Christmas.  I love the look and feel of this pillow.  I just wish the pillow was a little more flexible.,A nice gift for Christmas.  I love the look and feel of this pillow.  I just wish the pillow was a little more flexible.,0
1568,CG,I bought this just for a gift and thought it would be a nice addition to the kitchen. It is so small that it is not worth the,I bought this just for a gift and thought it would be a nice addition to the kitchen. It is so small that it is not worth the,0
1569,CG,"Very good buy. Brought as a gift and the recipient loved it.  Thank you!Very pretty.I bought this for a friend,","Very good buy. Brought as a gift and the recipient loved it.  Thank you!Very pretty.I bought this for a friend,",0
1600,CG,I placed this order on a whim and thought it would be a nice addition to the kitchen.  It's not.  I am a firm believer,I placed this order on a whim and thought it would be a nice addition to the kitchen.  It's not.  I am a firm believer,0
1601,CG,"The orange tint faded after a couple of years, and I'm not sure how I would have liked it.I had a similar model before and used","The orange tint faded after a couple of years, and I'm not sure how I would have liked it.I had a similar model before and used",0
1602,CG,This is the best apple peeler I've ever used. I make my own fruit and vegetables and this peeler is the best.,This is the best apple peeler I've ever used. I make my own fruit and vegetables and this peeler is the best.,0
1603,CG,I am so glad they are here and shipping was fast.  I also like the fact that they are so small.  I am using them for,I am so glad they are here and shipping was fast.  I also like the fact that they are so small.  I am using them for,0
1604,CG,I am a stomach sleeper and have had this product for a month now and it's been working great.  I had to replace a couple of the,I am a stomach sleeper and have had this product for a month now and it's been working great.  I had to replace a couple of the,0
1605,CG,Fits handheld models.  Used it on the patio and it works great.  Clean up is pretty easy.  Great price!Works great.,Fits handheld models.  Used it on the patio and it works great.  Clean up is pretty easy.  Great price!Works great.,0
1606,CG,My regular coffeepot was driving me crazy and the only thing I didn't like was the way the coffee is so bitter.,My regular coffeepot was driving me crazy and the only thing I didn't like was the way the coffee is so bitter.,0
1607,CG,"I like them but the material is too thick and thin for my liking.  I would recommend.I bought this for a friend, and she is","I like them but the material is too thick and thin for my liking.  I would recommend.I bought this for a friend, and she is",0
1608,CG,"Delivered on time, good packaging, and looks nice.We love this blanket.  It's been one of our favorite blanket covers ever since we","Delivered on time, good packaging, and looks nice.We love this blanket.  It's been one of our favorite blanket covers ever since we",0
1609,CG,It was just what we needed. The quality is just what we needed. The dimensions are just what we needed.  The bed is solid and is,It was just what we needed. The quality is just what we needed. The dimensions are just what we needed.  The bed is solid and is,0
1610,CG,"Not pretty. Covered in so many pieces and pieces. Not good enough.Nice, sturdy, and functional.  Great for the price. ","Not pretty. Covered in so many pieces and pieces. Not good enough.Nice, sturdy, and functional.  Great for the price. ",0
1611,CG,Goes together well. Be sure to have the right tools. I will keep my shelves in order. Great product. Great price.,Goes together well. Be sure to have the right tools. I will keep my shelves in order. Great product. Great price.,0
1612,CG,These are a beautiful color and a nice quality.  I will keep them for the next couple of years.I had a similar model before and used,These are a beautiful color and a nice quality.  I will keep them for the next couple of years.I had a similar model before and used,0
1613,CG,these work adequately for our purposes. The only problem is that it's difficult to put the cup in the cup holder. The plastic part is also difficult,these work adequately for our purposes. The only problem is that it's difficult to put the cup in the cup holder. The plastic part is also difficult,0
1614,CG,I bought two sets of this set and they look just like the picture.  I am not sure how well they hold up but I think they are,I bought two sets of this set and they look just like the picture.  I am not sure how well they hold up but I think they are,0
1615,CG,"I'm not sure if this is an issue with the instructions but it's kind of hard to find.I bought this for a friend, she loves","I'm not sure if this is an issue with the instructions but it's kind of hard to find.I bought this for a friend, she loves",0
1616,CG,"Using this in my camper, it has the quality and durability of a standard, single-use one.

I had to replace a couple","Using this in my camper, it has the quality and durability of a standard, single-use one.

I had to replace a couple",0
1617,CG,"What's not to love, it's a real professional quality product. I will keep my money!Very pretty.I bought this for a friend,","What's not to love, it's a real professional quality product. I will keep my money!Very pretty.I bought this for a friend,",0
1618,CG,"This comforter is awesome.  It has the design of a comforter that is a little larger.  The top is a nice,","This comforter is awesome.  It has the design of a comforter that is a little larger.  The top is a nice,",0
1619,CG,I love this blanket. Its soft and comfortable. It is thick enough to cover my entire mattress and is a great quality. The seams are solid and,I love this blanket. Its soft and comfortable. It is thick enough to cover my entire mattress and is a great quality. The seams are solid and,0
1620,CG,"Don't love it, don't hate it. The only reason I gave it 4 stars is because I just can't get the suction to run","Don't love it, don't hate it. The only reason I gave it 4 stars is because I just can't get the suction to run",0
1621,CG,"Love this set of cups.  They are very well made and will last for a very long time.I bought this for a friend, and she","Love this set of cups.  They are very well made and will last for a very long time.I bought this for a friend, and she",0
1622,CG,"Adorable but could be a little more expensive. Not worth it. Nice, sturdy, and functional. Great for the price.","Adorable but could be a little more expensive. Not worth it. Nice, sturdy, and functional. Great for the price.",0
1623,CG,"This product lasted a month.  I love the look and feel of this pillow.  It has a soft, soft feel to it, and it","This product lasted a month.  I love the look and feel of this pillow.  It has a soft, soft feel to it, and it",0
1624,CG,"Only used them once on a set of glasses, and I will keep them for the next one.I bought this for a friend, and she is","Only used them once on a set of glasses, and I will keep them for the next one.I bought this for a friend, and she is",0
1625,CG,"Very well constructed,  I use it as a long-term storage container for my small bags of coffee.  I had to replace a couple of","Very well constructed,  I use it as a long-term storage container for my small bags of coffee.  I had to replace a couple of",0
1626,CG,"Cooks to hot to be safe. The only problem is that it takes a little getting used to.I bought this for a friend, and she","Cooks to hot to be safe. The only problem is that it takes a little getting used to.I bought this for a friend, and she",0
1627,CG,my friend purchased this for her.  She loves it.  She also loves the fact that it is so small.  I am using it for,my friend purchased this for her.  She loves it.  She also loves the fact that it is so small.  I am using it for,0
1628,CG,"this has always worked fine, but the quality has gone down a lot since I got this one.I bought this for a friend, and she is","this has always worked fine, but the quality has gone down a lot since I got this one.I bought this for a friend, and she is",0
1658,CG,I wish the instructions were clear. The only problem is that it's kind of hard to put the bottom on top. The plastic part is also hard to,I wish the instructions were clear. The only problem is that it's kind of hard to put the bottom on top. The plastic part is also hard to,0
1659,CG,I literally bought this so that I could go to a party and have my cake in it and it wasn't too hard to get a hold of and the,I literally bought this so that I could go to a party and have my cake in it and it wasn't too hard to get a hold of and the,0
1660,CG,This is the hottest most beautiful set I've ever owned.  I love it!  I am so happy I bought it.  I also bought the,This is the hottest most beautiful set I've ever owned.  I love it!  I am so happy I bought it.  I also bought the,0
1661,CG,"Have they brought me any more of the pieces?  I will keep my review.Very pretty.I bought this for a friend, and she is very","Have they brought me any more of the pieces?  I will keep my review.Very pretty.I bought this for a friend, and she is very",0
1662,CG,The BEST candle EVER!  We have had the candles for 2 years now and have not been disappointed.  The only thing I am not happy with is,The BEST candle EVER!  We have had the candles for 2 years now and have not been disappointed.  The only thing I am not happy with is,0
1663,CG,"Really funny/cute and great for a gift.  It is a little heavy for my small bedroom and doesn't fit in the dishwasher, but","Really funny/cute and great for a gift.  It is a little heavy for my small bedroom and doesn't fit in the dishwasher, but",0
1664,CG,I'm happy with them. 16 oz. and the finish is good.  I just wish the one in the picture had a little more of a matte,I'm happy with them. 16 oz. and the finish is good.  I just wish the one in the picture had a little more of a matte,0
1665,CG,"Poor quality. None of them are real, they are just a fake. Nice, sturdy, and functional. Great for the price.","Poor quality. None of them are real, they are just a fake. Nice, sturdy, and functional. Great for the price.",0
1666,CG,"Updated.  At first, it was a little bit of a pain to put the lid on.  After a couple of uses, I can say that","Updated.  At first, it was a little bit of a pain to put the lid on.  After a couple of uses, I can say that",0
1667,CG,"After reading all the online reviews, I thought it would be a nice addition to the kitchen.  It's not.  I am a firm believer that","After reading all the online reviews, I thought it would be a nice addition to the kitchen.  It's not.  I am a firm believer that",0
1668,CG,"After just a couple of weeks of use, the instructions for opening and closing the lid were not followed.  The lid is plastic, and the lid is","After just a couple of weeks of use, the instructions for opening and closing the lid were not followed.  The lid is plastic, and the lid is",0
1669,CG,This is very simple and easy to assemble.  The two pieces are simple to assemble and the clips are so easy to use.  I also like the,This is very simple and easy to assemble.  The two pieces are simple to assemble and the clips are so easy to use.  I also like the,0
1670,CG,"This thing SUCKS, it is not an easy to clean. I will admit that I have been using this for a long time and I am not","This thing SUCKS, it is not an easy to clean. I will admit that I have been using this for a long time and I am not",0
1671,CG,"The lower shelf is too small for the wide wooden legs of the rack, so I have to use a pair of screws to get the legs to get the","The lower shelf is too small for the wide wooden legs of the rack, so I have to use a pair of screws to get the legs to get the",0
1672,CG,"Arrived on time and in perfect condition.  It is a little heavy for my small kitchen and doesn't fit in the dishwasher, but it is","Arrived on time and in perfect condition.  It is a little heavy for my small kitchen and doesn't fit in the dishwasher, but it is",0
1673,CG,"These are great for the price. The only problem is that they are small, and the one I bought from the Amazon seller is a bit small, but","These are great for the price. The only problem is that they are small, and the one I bought from the Amazon seller is a bit small, but",0
1674,CG,Love this quilt. I have had it for a year and I still love it. I have one in my bathroom and the other in my office.,Love this quilt. I have had it for a year and I still love it. I have one in my bathroom and the other in my office.,0
1675,CG,"Really neat product. I tried it on the side and it worked perfectly. Nice, sturdy, and functional. Great for the price.","Really neat product. I tried it on the side and it worked perfectly. Nice, sturdy, and functional. Great for the price.",0
1676,CG,Enjoy your sleeping hours in this. The only problem is that it's kind of hard to put the pillow down.  The pillow itself is firm but the,Enjoy your sleeping hours in this. The only problem is that it's kind of hard to put the pillow down.  The pillow itself is firm but the,0
1677,CG,"Super easy to assemble, very easy to clean.  Easy to clean.  Cleaning is easy.  If you want to use a dishwasher,","Super easy to assemble, very easy to clean.  Easy to clean.  Cleaning is easy.  If you want to use a dishwasher,",0
1678,CG,"I thought this was a nice set, but it is not.  The opener is a bit difficult to get off the dishwasher, but it is okay","I thought this was a nice set, but it is not.  The opener is a bit difficult to get off the dishwasher, but it is okay",0
1679,CG,"it fits my pillow wonderfully!  I love the look and feel of this pillow, I have one in my bathroom and the other in my office. ","it fits my pillow wonderfully!  I love the look and feel of this pillow, I have one in my bathroom and the other in my office. ",0
1680,CG,Needed a shower caddy that holds a whole bunch of towels.  I also have a large one.  I am very happy with the product and,Needed a shower caddy that holds a whole bunch of towels.  I also have a large one.  I am very happy with the product and,0
1681,CG,I have had one of these for over a year and I still love it. I have one in my bathroom and the other in my office.,I have had one of these for over a year and I still love it. I have one in my bathroom and the other in my office.,0
1682,CG,"Love this vacuum! It works great. The only problem is that it comes with a small screw driver. It's not the best vacuum, but it is","Love this vacuum! It works great. The only problem is that it comes with a small screw driver. It's not the best vacuum, but it is",0
1683,CG,Candles were little smaller than what I expected.  Not sure how they hold up in the dishwasher.  I had to replace a couple of the,Candles were little smaller than what I expected.  Not sure how they hold up in the dishwasher.  I had to replace a couple of the,0
1684,CG,great price good solution for the priceGreat quality and comfortable for a travel mug. I have one in my bathroom and the other in my office.,great price good solution for the priceGreat quality and comfortable for a travel mug. I have one in my bathroom and the other in my office.,0
1712,CG,"Wow...nothing sticks to these pans.  They are lightweight and comfortable.  I also like the fact that they do not have the dishwasher, which is","Wow...nothing sticks to these pans.  They are lightweight and comfortable.  I also like the fact that they do not have the dishwasher, which is",0
1713,CG,"A wonderful small narrow shelf that has the wide opening for two full shelves, a small closet and a small bathroom.  The shelves are solid and sturdy, and","A wonderful small narrow shelf that has the wide opening for two full shelves, a small closet and a small bathroom.  The shelves are solid and sturdy, and",0
1714,CG,"Thought this would be good for an electric kettle, but I didn't want to throw away the extra space. I had to replace a couple of the plastic","Thought this would be good for an electric kettle, but I didn't want to throw away the extra space. I had to replace a couple of the plastic",0
1715,CG,This cheese slicer is so easy to use and very comfortable. The cheese slicer has a nice two-way attachment.,This cheese slicer is so easy to use and very comfortable. The cheese slicer has a nice two-way attachment.,0
1716,CG,"Bought for the upper bunk and it is the best. I will keep my bunk in the house.I bought this for a friend, she loves it!","Bought for the upper bunk and it is the best. I will keep my bunk in the house.I bought this for a friend, she loves it!",0
1717,CG,"Meh, clearly won't last more than a couple years. I will keep my old one as a gift.","Meh, clearly won't last more than a couple years. I will keep my old one as a gift.",0
1718,CG,"Cheap and accurate (and you know what I mean) and I will keep my review for future reference.I bought this for a friend, and she is","Cheap and accurate (and you know what I mean) and I will keep my review for future reference.I bought this for a friend, and she is",0
1719,CG,"We eat a lot of cookies. The only reason I didn't buy this is because I just can't get the cookies to fit, but that is okay.","We eat a lot of cookies. The only reason I didn't buy this is because I just can't get the cookies to fit, but that is okay.",0
1720,CG,"Took under an hour to put together, but it worked out great. Nice, sturdy, and sturdy. Great for the price.","Took under an hour to put together, but it worked out great. Nice, sturdy, and sturdy. Great for the price.",0
1721,CG,"These are a bit expensive, but they are the best. I will keep them for the next couple of years.I had a similar model before and used the","These are a bit expensive, but they are the best. I will keep them for the next couple of years.I had a similar model before and used the",0
1722,CG,"It works just fine; however, it has the tendency to break if you are close to the top of the cup. I had to replace the bottom with a","It works just fine; however, it has the tendency to break if you are close to the top of the cup. I had to replace the bottom with a",0
1723,CG,"This worked great for the first couple of weeks, and then it started to leak. I just washed it before I had to replace it.","This worked great for the first couple of weeks, and then it started to leak. I just washed it before I had to replace it.",0
1724,CG,"Couldn't find one like I had before, but it is a great product for the price!  I highly recommend!  The plastic parts are very sturdy","Couldn't find one like I had before, but it is a great product for the price!  I highly recommend!  The plastic parts are very sturdy",0
1725,CG,Poorly Constructed. Holds/ Retains water better than the plastic bottles. I will keep my water in the cup.I bought this for a friend,Poorly Constructed. Holds/ Retains water better than the plastic bottles. I will keep my water in the cup.I bought this for a friend,0
1726,CG,"Love,love,Love! Great color. Used for a gift and the recipient loved it. Very well made and fits the bill perfectly.","Love,love,Love! Great color. Used for a gift and the recipient loved it. Very well made and fits the bill perfectly.",0
1727,CG,Absolutely beautiful!  The quality is amazing and the materials are thick and sturdy.  I am very pleased with this purchase.  I am very happy with the,Absolutely beautiful!  The quality is amazing and the materials are thick and sturdy.  I am very pleased with this purchase.  I am very happy with the,0
1728,CG,"Love these pretty and durable. The only problem is that they are tiny, I have one in my bathroom and the other in my office.","Love these pretty and durable. The only problem is that they are tiny, I have one in my bathroom and the other in my office.",0
1729,CG,"Had this beautiful flag in my bedroom, the only thing I didn't like is the way the colors are so bright. The colors are a bit brighter than the","Had this beautiful flag in my bedroom, the only thing I didn't like is the way the colors are so bright. The colors are a bit brighter than the",0
1730,CG,"These pads work great, I use them as a knee pad for my back, and I have them in my bathroom.  The pads are solid and absorb the","These pads work great, I use them as a knee pad for my back, and I have them in my bathroom.  The pads are solid and absorb the",0
1731,CG,"These spoons are very sturdy, and have the design to make them a nice addition to the kitchen. The bottom spoons are dishwasher safe.","These spoons are very sturdy, and have the design to make them a nice addition to the kitchen. The bottom spoons are dishwasher safe.",0
1732,CG,"the first time I took it out, the wooden part was broken. The rest of the time, it was the best I've ever had.","the first time I took it out, the wooden part was broken. The rest of the time, it was the best I've ever had.",0
1733,CG,"First time I used it, it was a little bit too hot.  It's been a couple months and I don't think I will ever get the chance","First time I used it, it was a little bit too hot.  It's been a couple months and I don't think I will ever get the chance",0
1734,CG,Love these jars.  They are a nice size and they fit perfectly on my shelves.  They are a great size and the plastic is solid and holds the,Love these jars.  They are a nice size and they fit perfectly on my shelves.  They are a great size and the plastic is solid and holds the,0
1735,CG,"This is so very cute, and it's just perfect. I will keep it for a long time.I bought this for a friend, and she is a","This is so very cute, and it's just perfect. I will keep it for a long time.I bought this for a friend, and she is a",0
1736,CG,"Makes great crepes. Takes some time to make the crepes but it's worth it.Very pretty.I bought this for a friend, and she","Makes great crepes. Takes some time to make the crepes but it's worth it.Very pretty.I bought this for a friend, and she",0
1737,CG,"Nice, durable, simple tea/dish towels. The only problem is that it's kind of hard to put the bottom on top.","Nice, durable, simple tea/dish towels. The only problem is that it's kind of hard to put the bottom on top.",0
1764,CG,The oil it had on it broke off after a few days.  I just got a new one and it's working great.  I also bought the Tumb,The oil it had on it broke off after a few days.  I just got a new one and it's working great.  I also bought the Tumb,0
1765,CG,"I guess I would give this a 3.5. I will keep my review for the next time. If you want a nice, solid, clear, and attractive","I guess I would give this a 3.5. I will keep my review for the next time. If you want a nice, solid, clear, and attractive",0
1766,CG,Expensive but not working at all. The only reason I gave it 4 stars is because the one we bought from Biscuit is a bit small and the plastic,Expensive but not working at all. The only reason I gave it 4 stars is because the one we bought from Biscuit is a bit small and the plastic,0
1767,CG,"They are OK, they match my old Teflon. I will keep them for the next couple years. If you want a nice, solid, clear, and","They are OK, they match my old Teflon. I will keep them for the next couple years. If you want a nice, solid, clear, and",0
1768,CG,"This is a very nice little set, and very comfortable for a travel mug. I would recommend.I bought this for a friend, and she is a very tall","This is a very nice little set, and very comfortable for a travel mug. I would recommend.I bought this for a friend, and she is a very tall",0
1769,CG,It is great that it has an easy to use instructions.  I also like the fact that the bottom is adjustable.  I am using it for the instruction booklet,It is great that it has an easy to use instructions.  I also like the fact that the bottom is adjustable.  I am using it for the instruction booklet,0
1770,CG,Im using these along with some of the other tools in the kitchen.  They are very pretty and look so nice.  I am very happy with the purchase.,Im using these along with some of the other tools in the kitchen.  They are very pretty and look so nice.  I am very happy with the purchase.,0
1771,CG,"covers the mattress OK but it has the design flaw. I will keep my mattress in the store.I bought this for a friend, she loves it!I","covers the mattress OK but it has the design flaw. I will keep my mattress in the store.I bought this for a friend, she loves it!I",0
1772,CG,"Pretty expensive but worth the money. The only reason I gave it 4 stars is because the one in the picture was the same size as the one in the picture,","Pretty expensive but worth the money. The only reason I gave it 4 stars is because the one in the picture was the same size as the one in the picture,",0
1773,CG,"nice travel size kettle for the price, the only thing I didn't like is the handle has a small clunky grooves. The handle also takes a little getting","nice travel size kettle for the price, the only thing I didn't like is the handle has a small clunky grooves. The handle also takes a little getting",0
1774,CG,"Not super sturdy but I use it everyday.  I've also used it for a few hours.I bought this for a friend, and she is a very tall","Not super sturdy but I use it everyday.  I've also used it for a few hours.I bought this for a friend, and she is a very tall",0
1775,CG,"its a nice chair and looks nice too.  I've also used this for a few hours.I bought this for a friend, and she is a very tall","its a nice chair and looks nice too.  I've also used this for a few hours.I bought this for a friend, and she is a very tall",0
1776,CG,"Works very well. The instruction manual has the instructions on how to use it, but the instructions don't explain how to use it. The instructions are clear, and","Works very well. The instruction manual has the instructions on how to use it, but the instructions don't explain how to use it. The instructions are clear, and",0
1777,CG,Very comfortable to durable mattress.  The only problem is that it's not really comfortable to sleep on.  I had to get a pillow cover out of the box,Very comfortable to durable mattress.  The only problem is that it's not really comfortable to sleep on.  I had to get a pillow cover out of the box,0
1778,CG,"Using the furnace dries out, it's time to try something else.

The first one we bought from Biscuit was a solid stainless steel box.","Using the furnace dries out, it's time to try something else.

The first one we bought from Biscuit was a solid stainless steel box.",0
1779,CG,"These are the only hangers that will work with the stovetop.  These hangers are just the right size for the dishwasher, and they're the perfect","These are the only hangers that will work with the stovetop.  These hangers are just the right size for the dishwasher, and they're the perfect",0
1780,CG,"Cheap. Top broke within a few days and the box is too large.

The only one we have yet to return is the one with the clear plastic","Cheap. Top broke within a few days and the box is too large.

The only one we have yet to return is the one with the clear plastic",0
1781,CG,I love these hangers.  They are easy to clean and I will keep them for the next couple years.  I had to replace a couple of these h,I love these hangers.  They are easy to clean and I will keep them for the next couple years.  I had to replace a couple of these h,0
1782,CG,The foldaway part its pretty small. The only reason i did not rate it 5 stars is because i thought it would be a bit smaller.,The foldaway part its pretty small. The only reason i did not rate it 5 stars is because i thought it would be a bit smaller.,0
1783,CG,I previously purchased one of these and it was very comfortable.  I also have a large one.  I am very happy with the quality and the price. ,I previously purchased one of these and it was very comfortable.  I also have a large one.  I am very happy with the quality and the price. ,0
1784,CG,"Large enough to handle larger items. The only problem is that it's not really a vacuum, but a pair of the best vacuum bags I have ever owned. ","Large enough to handle larger items. The only problem is that it's not really a vacuum, but a pair of the best vacuum bags I have ever owned. ",0
1785,CG,Just as promised. This little guy has the quality and durability of a steel rod. I have one in my bathroom and the other in a closet.,Just as promised. This little guy has the quality and durability of a steel rod. I have one in my bathroom and the other in a closet.,0
1786,CG,looked great to uniform upholstery and the finish is good.  I have a large one and a small one.  I am very happy with the purchase,looked great to uniform upholstery and the finish is good.  I have a large one and a small one.  I am very happy with the purchase,0
1787,CG,"Finally we have a sturdy, sturdy, wide wooden stove that is easy to use and does the job.  The blades are nice and solid and the blades are easy","Finally we have a sturdy, sturdy, wide wooden stove that is easy to use and does the job.  The blades are nice and solid and the blades are easy",0
1788,CG,"This stand was exactly what I needed and the finish is good.  The only reason I gave it four stars is that the plastic parts are very small, and the","This stand was exactly what I needed and the finish is good.  The only reason I gave it four stars is that the plastic parts are very small, and the",0
1814,CG,The fiters are good for keeping things nice and dry. I also love that the dimensions are just the right size.  The plastic parts are also very easy to clean,The fiters are good for keeping things nice and dry. I also love that the dimensions are just the right size.  The plastic parts are also very easy to clean,0
1815,CG,WOW! Very large bag. I use it as a travel bag for my travel bags. I have one in my bathroom and the other in my office.,WOW! Very large bag. I use it as a travel bag for my travel bags. I have one in my bathroom and the other in my office.,0
1816,CG,I love this case.  It has the wide opening for two full cup cups of coffee.  It is so small that it is difficult to lift out the cup if,I love this case.  It has the wide opening for two full cup cups of coffee.  It is so small that it is difficult to lift out the cup if,0
1817,CG,"I received this as a gift.  It is a good quality and looks great in my kitchen.I bought this for a friend, she loves it!  It's","I received this as a gift.  It is a good quality and looks great in my kitchen.I bought this for a friend, she loves it!  It's",0
1818,CG,"I like the thickness of the containers, the long handle is a nice touch, the handle fits in a small cup, and the lid is very easy to put on.","I like the thickness of the containers, the long handle is a nice touch, the handle fits in a small cup, and the lid is very easy to put on.",0
1819,CG,"The blister package is not what I expected. The item arrived on time, packaged well, and is well packaged. I am very happy with the purchase.","The blister package is not what I expected. The item arrived on time, packaged well, and is well packaged. I am very happy with the purchase.",0
1820,CG,Bought 2 one for each of my sons.  We've had them for 2 weeks and they are holding up fine.  I am very happy with the purchase.,Bought 2 one for each of my sons.  We've had them for 2 weeks and they are holding up fine.  I am very happy with the purchase.,0
1821,CG,"I hope these pumps last!  I love the look and feel of these pump, I have them in my bathroom and the dishwasher, they are very easy to clean","I hope these pumps last!  I love the look and feel of these pump, I have them in my bathroom and the dishwasher, they are very easy to clean",0
1822,CG,love this product i use it to make an ice cream cone.  It is very strong and sturdy.  I love the fact that it can be used as a cover,love this product i use it to make an ice cream cone.  It is very strong and sturdy.  I love the fact that it can be used as a cover,0
1823,CG,"This curtain is so cute!  It is a very comfortable curtain and I love that the curtain has a closed tab.  The curtain is a bit small, but it","This curtain is so cute!  It is a very comfortable curtain and I love that the curtain has a closed tab.  The curtain is a bit small, but it",0
1824,CG,"Have used it twice, was happy with the quality and durability of it.Nice, sturdy, and functional.  Great for the price.  Not too big or too","Have used it twice, was happy with the quality and durability of it.Nice, sturdy, and functional.  Great for the price.  Not too big or too",0
1825,CG,Quickly became the favorite blanket for me and the only one I didn't need. I was just starting to get tired of the bedding.  The blanket was a,Quickly became the favorite blanket for me and the only one I didn't need. I was just starting to get tired of the bedding.  The blanket was a,0
